date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,g_rad,soil,pe,evap,smd_wd,smd_md,smd_pd
24-May-19,0,17.5,0,10.7,0,10.6,0,0.3,1008.8,6.8,0,11,0,280,0,16,1.4,0,1351,15.15,2.2,3.1,30,30,26.3
25-May-19,0,18.6,0,10.5,0,8.7,2,0,1007.1,7.2,0,13,0,260,0,23,0.1,0,1112,15.1,2.1,2.8,31.5,31.5,28
26-May-19,0,17.3,0,10.9,0,13.6,0,0.4,1002.5,15.3,0,24,0,280,0,31,6,0,1949,16.275,3,4.7,33.2,33.2,30
27-May-19,0,15.6,0,7.8,0,8.1,0,8.3,999.7,11.7,0,22,0,290,0,32,4.2,0,1474,13.85,2.3,3.5,26.5,26.5,23.5
28-May-19,0,15.2,0,7.1,0,6.3,0,0,1003.8,8,0,15,0,320,0,21,4.8,0,1824,12.9,2.9,4.1,28.7,28.7,26
29-May-19,0,16.5,0,9.4,0,5.1,0,1.9,1003.6,8.2,0,13,0,250,0,25,0.1,0,964,13.475,1.8,2.6,28.1,28.1,25.7
30-May-19,0,20.9,0,13.8,0,13.2,0,0.4,1005.9,9.9,0,16,0,250,0,28,0.5,0,1064,14.925,2.5,3.3,29.6,29.6,27.4
31-May-19,0,18,0,10.3,0,13.1,0,0.5,1007.5,10.5,0,18,0,210,0,28,3.9,0,1663,15.575,2.6,3.9,31,31,29
01-Jun-19,0,18.6,0,5.7,0,2.1,0,1.9,1003.2,4.5,0,12,0,150,0,16,0.8,0,1268,14.675,2,2.8,30.6,30.6,28.8
02-Jun-19,0,18.1,0,10.4,0,12,0,0.3,993.5,12.2,0,20,0,210,0,35,5.9,0,2142,16.35,3.3,5,32.6,32.6,31.1
03-Jun-19,0,16.2,0,8.6,0,7.1,0,1.7,996.7,9.5,0,18,0,280,0,27,7.4,0,2011,14.75,3,4.5,33,33,31.8
04-Jun-19,0,11.9,0,7,0,5.1,0,24.2,992.9,6.2,0,11,0,120,0,19,0,0,546,12.925,2,2.2,10.3,10.3,9.2
05-Jun-19,0,11.9,0,8.3,0,8.6,0,1.6,992,11.3,0,19,0,280,0,24,0.5,0,1104,12.125,1.6,2.5,10.1,10.1,9.2
06-Jun-19,0,15.3,0,4.9,0,7.4,2,0,996.8,7.2,0,12,0,210,0,21,5,0,1874,13,2.7,3.9,12.5,12.5,11.8
07-Jun-19,0,14.3,0,2,1,-2.1,2,0,996.6,6.1,0,13,0,70,0,22,4.7,0,1538,12.375,2.1,3,14.4,14.4,13.9
08-Jun-19,0,16.5,0,8.1,0,8,0,0.1,1001.4,12.5,0,19,0,270,0,26,4.7,0,1872,13.75,3.1,4.6,16.9,16.9,16.8
09-Jun-19,0,16.3,0,7.8,0,6.5,0,2.7,1007.3,7.2,0,18,0,270,0,26,7.6,0,2014,14.075,3,4.3,16.8,16.8,16.9
10-Jun-19,0,15.1,0,8.1,0,6.1,0,0,1009.5,7.3,0,12,0,340,0,20,9,0,2328,14.675,3,4.4,19.4,19.4,19.7
11-Jun-19,0,15.4,0,7.6,0,6.3,0,0,1010.7,11.4,0,15,0,10,0,23,8.7,0,2292,15.2,3,4.8,21.8,21.8,22.4
12-Jun-19,0,11.1,0,9.4,0,8.2,0,5.1,1004.5,11.5,0,17,0,10,0,29,0,0,573,13.2,1.2,1.8,17.7,17.7,18.3
13-Jun-19,0,12.1,0,8.3,0,9.3,0,1.3,997.3,9.1,0,14,0,310,0,19,0.1,0,696,11.9,1.5,2.1,17.6,17.6,18.4
14-Jun-19,0,14,0,6.4,0,4,0,6.9,994.4,5.6,0,14,0,150,0,21,1.3,0,1082,11.8,1.7,2.3,12.1,12.1,13
15-Jun-19,0,16.4,0,8.4,0,8.4,0,10.5,996.9,6.5,0,14,0,270,0,19,3.9,0,1969,13.55,3,4.2,4.3,4.3,5.4
16-Jun-19,0,16.4,0,6.8,0,4,0,2.2,997.8,6.1,0,15,0,170,0,25,1.9,0,1485,13.875,2.3,3.2,4.3,4.3,5.5
17-Jun-19,0,18.2,0,9.4,0,6.4,0,0.2,1001.1,8.1,0,14,0,210,0,24,7.9,0,2033,14.075,3.3,4.6,7.2,7.2,8.6
18-Jun-19,0,17,0,8.1,0,4,0,0,1001.6,5.6,0,10,0,140,0,17,7.7,0,2105,14.85,2.9,4.2,10,10,11.5
19-Jun-19,0,16.7,0,9.6,0,6.6,0,0.6,998.8,7.8,0,19,0,300,0,23,3.4,0,1637,15.1,2.7,3.8,11.8,11.8,13.6
20-Jun-19,0,16.5,0,7.8,0,7.6,0,1.3,1001.8,8.3,0,16,0,290,0,21,8.7,0,1942,14.55,3,4.3,13.2,13.2,15.1
21-Jun-19,0,15.8,0,6.4,0,4.6,3,0,1008,6.7,0,11,0,150,0,16,7.4,0,1970,14.375,2.7,3.9,15.6,15.6,17.7
22-Jun-19,0,17.1,0,3.9,0,0.6,3,0,1009.3,6.3,0,12,0,90,0,18,12,0,2712,16.5,3.3,4.9,18.4,18.4,20.8
23-Jun-19,0,17.4,0,10.2,0,9,0,19.6,1006.2,8.1,0,17,0,70,0,24,0.1,0,705,15.425,1.6,2.2,0.2,0.2,2.7
24-Jun-19,0,18.3,0,11.4,0,12.6,0,2,1007.3,6.1,0,15,0,80,0,22,2.3,0,1396,16.225,2.2,3.1,0.4,0.4,2.9
25-Jun-19,0,18,0,10.9,0,8.4,0,0,1013.4,7.7,0,13,0,10,0,26,3.7,0,1442,17,2.3,3.3,2.6,2.6,5.1
26-Jun-19,0,17.6,0,11.2,0,7.5,0,0,1019.2,11.2,0,15,0,40,0,25,8.1,0,2193,16.825,2.9,4.6,5.5,5.5,8
27-Jun-19,0,18.5,0,11.7,0,10.5,0,0,1017.9,12.5,0,18,0,70,0,24,15.5,0,2960,18.25,4,6.3,9.2,9.2,12
28-Jun-19,0,22.7,0,12.6,0,11.3,0,0,1011.2,7.5,0,13,0,130,0,23,10,0,2383,19.95,4.1,5.6,13,13,16
29-Jun-19,0,20.9,0,13.3,0,10.4,0,0.3,1004.2,5.3,0,10,0,210,0,16,4.5,0,1450,19.45,2.7,3.6,15.1,15.1,18.3
30-Jun-19,0,19.8,0,12.5,0,11.3,0,0.4,1003.7,11.5,0,21,0,280,0,31,7,0,2158,18.55,3.5,5.2,17.8,17.8,21.1
01-Jul-19,0,18.2,0,7.8,0,11.3,0,0.4,1011.6,11.2,0,18,0,280,0,24,3.4,0,1579,17.325,2.6,3.9,19.5,19.5,23
02-Jul-19,0,16.9,0,7.5,0,3.9,0,0,1017.9,6.3,0,11,0,320,0,17,2,0,1359,16.975,2.3,3.2,21.4,21.4,25
03-Jul-19,0,18,0,4.4,0,0.6,3,0,1019.7,6,0,11,0,90,0,16,15.5,0,2996,18.675,3.8,5.4,24.5,24.5,28.2
04-Jul-19,0,22.2,0,6.2,0,3,3,0,1015.8,6.1,0,13,0,280,0,18,9.7,0,2298,19.575,3.7,5,27.3,27.3,31.2
05-Jul-19,0,20.1,0,9.6,0,6,3,0,1009.9,8.6,0,13,0,270,0,19,5.6,0,1710,18.7,2.8,4,29.4,29.4,33.4
06-Jul-19,0,16.8,0,11.3,0,12.8,0,0.8,1006.2,6.7,0,15,0,290,0,19,1,0,859,17.375,1.7,2.3,29.8,29.8,33.9
07-Jul-19,0,18.6,0,8.9,0,6.6,0,0,1008.7,5.9,0,10,0,90,0,17,13,0,2599,19.175,3.7,5.2,32.5,32.5,36.7
08-Jul-19,0,17.2,0,7.7,0,4.9,0,1.1,1010.4,3.9,0,7,0,110,0,10,0,0,896,18.025,1.6,2.2,32.6,32.6,36.8
09-Jul-19,0,22.6,0,13.5,0,13,0,0,1009.9,5.2,0,12,0,300,0,16,2.7,0,1658,19.175,3,4,34.7,34.7,39
10-Jul-19,0,20.4,0,13.5,0,10.5,0,6.8,1005.5,5.9,0,14,0,280,0,19,1.2,0,1118,18.725,2.2,2.9,29.4,29.4,33.8
11-Jul-19,0,21.1,0,13.6,0,13.2,0,1,1002,9.9,0,15,0,280,0,21,9.1,0,2287,18.775,3.5,5.2,31,31,35.5
12-Jul-19,0,18.2,0,12.9,0,11.7,2,0,1009,12.5,0,18,0,290,0,25,0.5,0,1307,17.45,2.5,3.7,32.8,32.8,37.4
13-Jul-19,0,19.1,0,8.8,0,12.2,2,0,1015.2,8.4,0,13,0,320,0,19,5.8,0,1808,17.9,2.8,4,34.8,34.8,39.4
14-Jul-19,0,18.5,0,7.1,0,4.1,3,0,1014.8,6.1,0,10,0,70,0,16,13.4,0,2636,19.075,3.3,4.8,37,37,41.7
15-Jul-19,0,23.2,0,8,0,5.1,3,0,1011.2,5.1,0,10,0,220,0,18,8.7,0,2316,21.05,3.7,5,39.5,39.5,44.2
16-Jul-19,0,22.3,0,15.2,0,13.4,2,0,1007.7,5.3,0,11,0,280,0,15,2,0,1233,20.55,2.8,3.6,41.3,41.3,46.1
17-Jul-19,0,20,0,12.6,0,10.8,0,1.9,1001.2,8,0,16,0,280,0,24,0.8,0,1044,18.35,2.1,2.9,40.7,40.7,45.6
18-Jul-19,0,20.6,0,12.2,0,10.1,2,0,998.7,9,0,16,0,270,0,23,7.2,0,1889,18.2,3.5,4.8,42.9,42.9,47.8
19-Jul-19,0,22.5,0,13.2,0,11,0,3.9,993.8,6.7,0,14,0,210,0,24,3.3,0,1336,18.55,2.7,3.5,40.6,40.6,45.6
20-Jul-19,0,18.6,0,13.6,0,13,0,0.7,996.2,9.5,0,17,0,280,0,23,1.4,0,1408,17.675,2.7,3.8,41.7,41.7,46.6
21-Jul-19,0,20,0,11.3,0,5.7,0,6.9,1002.8,10.1,0,16,0,200,0,30,1,0,774,16.825,1.6,2.2,35.7,35.7,40.7
22-Jul-19,0,24.9,0,17.8,0,16.5,0,0,1004.4,12.6,0,17,0,220,0,30,10.2,0,2449,19.9,4.5,6.4,38.8,38.8,43.9
23-Jul-19,0,23.1,0,14.7,0,12,0,0,1003.1,8.5,0,15,0,150,0,22,12.5,0,2623,21.45,4.1,5.8,41.4,41.4,46.5
24-Jul-19,0,24.2,0,15.7,0,13.6,0,0,999,7.8,0,13,0,160,0,20,4.9,0,1632,21.925,3.5,4.5,43.6,43.6,48.7
25-Jul-19,0,22.3,0,15.9,0,14.8,2,0,997.2,10.8,0,16,0,160,0,24,2.1,0,1482,20.775,2.8,4,45.3,45.3,50.5
26-Jul-19,0,22.7,0,13.2,0,15.8,0,0.1,997.8,8.6,0,16,0,190,0,23,4.6,0,1695,20.85,3.2,4.3,47.1,47.1,52.3
27-Jul-19,0,20.9,0,10,0,8.2,0,0,1000.5,8.2,0,12,0,350,0,21,8.9,0,2210,20.025,3.6,5,49.1,49.1,54.3
28-Jul-19,0,20.6,0,9.9,0,6.3,0,0,999,9.7,0,17,0,310,0,23,8.6,0,2080,19.1,3.4,4.8,51,51,56.2
29-Jul-19,0,20,0,12.2,0,10.2,0,1.6,997.4,5.5,0,13,0,160,0,17,5.8,0,1892,20.3,3.1,4.2,51,51,56.3
30-Jul-19,0,19,0,12.6,0,11.8,0,15.8,998.3,9.1,0,15,0,290,0,20,0.3,0,755,17.825,1.6,2.2,36.1,36.1,41.3
31-Jul-19,0,19.9,0,12.3,0,11.4,3,0,1004.1,10.1,0,15,0,280,0,20,1.7,0,1459,16.825,2.6,3.7,37.8,37.8,43.1
01-Aug-19,0,20.1,0,10.2,0,7.1,0,0,1009.7,5.5,0,9,0,280,0,13,11.8,0,2209,18.175,3.2,4.4,40,40,45.3
02-Aug-19,0,21.7,0,8.5,0,5,0,0,1009.9,6.2,0,13,0,100,0,16,13,0,2415,19.925,5.7,6.6,43.6,43.6,48.9
03-Aug-19,0,19.8,0,12.6,0,9.2,0,0.9,1005.8,6.8,0,12,0,150,0,18,0.4,0,891,18.775,1.8,2.4,43.7,43.7,49.1
04-Aug-19,0,20.7,0,13.6,0,13.4,0,5.9,998.5,6.9,0,13,0,170,0,20,4.6,0,1357,19.125,2.4,3.3,39.3,39.3,44.7
05-Aug-19,0,21.6,0,12.1,0,11,0,0.1,994,8.9,0,15,0,200,0,25,8.2,0,1850,17.825,3.2,4.4,41.2,41.2,46.7
06-Aug-19,0,18.8,0,13.7,0,13.1,0,5.4,991.1,8.9,0,18,0,280,0,26,2.3,0,1190,17.125,2.3,3.1,37.2,37.2,42.7
07-Aug-19,0,21.3,0,11.8,0,12.4,0,0.3,994.8,9.5,0,16,0,290,0,22,5.8,0,1566,16.875,2.9,4,38.9,38.9,44.4
08-Aug-19,0,19.1,0,11,0,8.7,0,2.9,994.5,8.8,0,19,0,100,0,28,6.6,0,1796,17.925,2.6,3.8,37.7,37.7,43.2
09-Aug-19,0,19,0,14.7,0,13.4,0,22.8,982.2,11.8,0,22,0,90,0,33,2.9,0,1066,17.65,1.8,2.7,16,16,21.5
10-Aug-19,0,19.1,0,13.9,0,15.5,0,14,984.2,10.9,0,18,0,240,0,31,0.4,0,897,16.975,1.8,2.6,3.6,3.6,9.2
11-Aug-19,0,17.7,0,8,0,11.8,0,2.6,998.9,11.4,0,17,0,300,0,23,2.7,0,1430,15.7,2.1,3.2,3,3,8.7
12-Aug-19,0,17.1,0,7.8,0,5.9,0,4.8,1005.6,6.5,0,17,0,270,0,24,8,0,1716,14.55,2.4,3.4,0.6,0.6,6.3
13-Aug-19,0,17.4,0,8,0,6.1,0,4.5,1004.8,5.5,0,9,0,280,0,16,6.3,0,1521,14.675,2.2,3,0,-1.9,3.8
14-Aug-19,0,21.3,0,13.6,0,13,0,2.8,997.8,9,0,22,0,280,0,30,1.7,0,1146,16.675,3.1,3.5,0.3,0.3,4.1
15-Aug-19,0,20,0,12.7,0,11.9,2,0,999.8,12.2,0,21,0,280,0,29,7,0,1739,16.3,4.1,4.7,4.3,4.3,8.2
16-Aug-19,0,22,0,13.4,0,13.2,0,13.3,993,10.2,0,18,0,190,0,28,3.5,0,1165,16.925,3.1,3.5,0,-6,-2.1
17-Aug-19,0,18.7,0,11.7,0,10.6,0,0.3,988.3,10,0,15,0,220,0,27,9.4,0,1895,15.875,4.3,5,4,4,2
18-Aug-19,0,17.9,0,11.4,0,10.3,0,0.7,991.8,11.1,0,17,0,260,0,28,5.3,0,1476,14.675,2.5,3.6,5.7,5.7,3.8
19-Aug-19,0,17.1,0,10.5,0,9.2,0,2.2,1002.2,10.6,0,18,0,280,0,26,8.3,0,1661,14.575,3.8,4.5,7.1,7.1,5.5
20-Aug-19,0,16.7,0,8.3,0,6.6,0,1.9,1010.3,7,0,10,0,250,0,19,4.1,0,1149,13.925,1.6,2.4,6.8,6.8,5.2
21-Aug-19,0,16.2,0,11.3,0,8.4,0,3.8,1010.2,9.2,0,17,0,200,0,28,2.3,0,755,14.025,1.4,2,4.3,4.3,2.8
22-Aug-19,0,20.5,0,13.7,0,12.5,0,0.3,1009,8.4,0,15,0,250,0,26,2.1,0,920,15.45,1.8,2.4,5.7,5.7,4.3
23-Aug-19,0,22.3,0,9.2,0,11.2,0,0,1009.7,6.4,0,14,0,200,0,21,9.5,0,1880,17.4,2.8,3.9,8.4,8.4,7.1
24-Aug-19,0,21.3,0,8.3,0,5.6,0,0,1006.1,6.6,0,13,0,150,0,19,7.9,0,1810,17.325,2.7,3.7,10.8,10.8,9.8
25-Aug-19,0,20.5,0,9.9,0,7.1,2,0,1007.2,4.8,0,10,0,270,0,15,3.8,0,1030,16.925,1.7,2.3,12.4,12.4,11.5
26-Aug-19,0,19.9,0,10.1,0,7.2,0,0,1007.5,5.5,0,11,0,150,0,16,11,0,1980,17.85,2.6,3.7,14.7,14.7,14.1
27-Aug-19,0,22,0,11.9,0,6.1,2,0,1002.3,6.5,0,13,0,200,0,20,6.7,0,1510,17.525,2.6,3.5,17,17,16.6
28-Aug-19,0,18.9,0,11.5,0,11.7,0,0.3,1000.5,8.7,0,15,0,240,0,26,5.3,0,1388,17.3,2.6,3.4,18.9,18.9,18.7
29-Aug-19,0,19.5,0,12.3,0,7.4,0,0.3,1003.2,10.2,0,17,0,210,0,32,2.5,0,1143,16.1,2.4,3.2,20.5,20.5,20.6
30-Aug-19,0,20.3,0,15.2,0,13.8,0,0.1,999.9,13.7,0,18,0,200,0,34,1.1,0,805,16.575,2.5,3.2,22.5,22.5,22.7
31-Aug-19,0,17.6,0,9.7,0,11.3,0,1.7,997.5,14.5,0,22,0,280,0,30,8.9,0,1819,16.55,2.3,3.8,22.7,22.7,23.1
01-Sep-19,0,17,0,8.4,0,6,0,0.2,1008,11.4,0,19,0,280,0,26,5.2,0,1480,14.8,2.4,3.4,24.3,24.3,25
02-Sep-19,0,16,0,10.7,0,7.5,0,2.3,1010.2,9.2,0,13,0,250,0,26,2.8,0,876,14.075,1.5,2.1,23.2,23.2,24
03-Sep-19,0,20.9,0,13.1,0,10.9,0,1.6,1007.2,9.4,0,15,0,270,0,25,1.8,0,971,15.5,2,2.7,23.2,23.2,24.1
04-Sep-19,0,16.2,0,8.1,0,7.9,0,1.7,1009.5,15.9,0,30,0,280,0,41,5.8,0,1331,13.9,2,3.2,22.7,22.7,23.8
05-Sep-19,0,18,0,6.9,0,5.5,2,0,1015.6,12.1,0,20,0,280,0,27,7.1,0,1531,13.4,2.5,3.6,24.7,24.7,26
06-Sep-19,0,17.2,0,10.3,0,11.1,0,1.6,1010.9,13.8,0,22,0,290,0,29,3.2,0,1251,14.375,2.1,3.1,24.7,24.7,26.1
07-Sep-19,0,17.2,0,6.5,0,8,3,0,1016,7.6,0,13,0,310,0,18,4.2,0,1159,14.35,1.8,2.5,26.1,26.1,27.6
08-Sep-19,0,18.3,0,9.3,0,2.2,0,0.2,1010.5,5,0,8,0,220,0,15,2.3,0,1077,15.225,1.7,2.3,27.2,27.2,28.8
09-Sep-19,0,16.7,0,6.8,0,11,0,3.8,1003.9,9.9,0,19,0,330,0,27,4.5,0,1310,15.025,1.7,2.6,24.7,24.7,26.4
10-Sep-19,0,16.2,0,6,0,4.3,2,0,1006.8,9.1,0,16,0,230,0,28,5,0,1126,12.7,1.4,2.1,25.8,25.8,27.6
11-Sep-19,0,18.5,0,13.2,0,12.4,0,0.2,1006.1,12.1,0,21,0,290,0,28,6.7,0,1419,15.8,2.2,3.2,27.3,27.3,29.2
12-Sep-19,0,20,0,7.1,0,12.2,0,0.7,1016.1,9.7,0,20,0,300,0,28,1.7,0,817,15.275,1.5,2.1,27.7,27.7,29.7
13-Sep-19,0,17.9,0,6.1,0,2.5,3,0,1025.2,6.1,0,12,0,280,0,13,10.3,0,1482,13.3,2,2.8,29.2,29.2,31.3
14-Sep-19,0,19.7,0,3.4,0,0.1,3,0,1019.9,7.1,0,13,0,250,0,25,10.7,0,1525,13.95,2.1,2.9,30.7,30.7,33
15-Sep-19,0,15.5,0,11.4,0,12.3,0,8.7,1013.9,7.7,0,13,0,250,0,23,0,0,417,14.65,0.8,1.2,22.6,22.6,24.9
16-Sep-19,0,14,0,6.4,0,11.1,0,1.9,1014.2,6.4,0,9,0,20,0,14,0.7,0,467,13.6,0.8,1.2,21.4,21.4,23.7
17-Sep-19,0,16.1,0,4.7,0,1.4,3,0,1017.9,5.5,0,9,0,340,0,18,11.7,0,1640,12.975,1.8,2.6,22.8,22.8,25.3
18-Sep-19,0,19.1,0,4,0,1.2,3,0,1020.2,3.8,0,7,0,150,0,11,11.8,0,1583,13.7,1.9,2.6,24.3,24.3,26.8
19-Sep-19,0,18.8,0,5.7,0,1.9,3,0,1019.7,4.4,0,9,0,110,0,12,11.8,0,1593,14.525,1.8,2.5,25.7,25.7,28.4
20-Sep-19,0,17.5,0,9.7,0,5.1,0,0.1,1010.1,8,0,16,0,150,0,26,9.5,0,1498,15.05,1.6,2.5,26.9,26.9,29.6
21-Sep-19,0,20,0,11.8,0,7.6,0,1.1,996.8,10.5,0,19,0,160,0,30,7.2,0,1148,15.175,1.9,2.6,27.2,27.2,30
22-Sep-19,0,18.3,0,12,0,13.9,0,18.7,990.8,7.8,0,19,0,280,0,25,1.4,0,736,16,1.1,1.6,9.4,9.4,12.2
23-Sep-19,0,16.8,0,8.8,0,3.9,0,6.2,990.9,8,0,17,0,130,0,28,1.5,0,359,13.475,0.8,1.1,3.9,3.9,6.7
24-Sep-19,0,19.7,0,9.1,0,11.7,0,4.9,986.1,4.8,0,9,0,190,0,15,3.8,0,849,15.175,1.3,1.7,0.2,0.2,3.1
25-Sep-19,0,18.7,0,12.2,0,6.3,0,1.8,986.8,7,0,11,0,240,0,21,2,0,804,15.2,1.3,1.8,0,-0.3,2.6
26-Sep-19,0,16.6,0,11.1,0,9.7,0,3.9,985.6,9.5,0,17,0,220,0,31,1.8,0,817,13.75,1.5,2,0,-2.4,0.2
27-Sep-19,0,16,0,10.9,0,8.8,0,2.9,987.5,11.2,0,20,0,280,0,28,4.4,0,967,12.9,1.6,2.2,0,-1.3,-1.1
28-Sep-19,0,16.7,0,11.1,0,9.9,0,10.7,989.3,9.9,0,16,0,90,0,25,1.3,0,682,13.7,1.3,1.8,0,-9.4,-10
29-Sep-19,0,16.4,0,8.6,0,10.4,0,7.6,990.1,12,0,17,0,50,0,28,3.2,0,856,13.25,1.4,1.9,0,-6.2,-10
30-Sep-19,0,13.3,0,5.4,0,1.8,0,23.8,992.7,8.9,0,21,0,90,0,31,0.6,0,233,11.225,0.5,0.7,0,-10,-10
01-Oct-19,0,12.4,0,3.8,0,9.8,0,5.6,996.2,14.6,0,30,0,0,0,44,0.5,0,264,11.275,0.4,0.8,0,-5.2,-10
02-Oct-19,0,12,0,2.1,1,-1.7,3,0,1009.4,5.9,0,11,0,290,0,14,6.3,0,975,9.1,1.1,1.5,1.1,1.1,-8.4
03-Oct-19,0,15.5,0,4.6,0,1.7,0,1.8,999.8,11.2,0,22,0,150,0,36,0.1,0,281,10.3,0.7,1,0,0,-9.1
04-Oct-19,0,15,0,8.7,0,10.3,0,7.7,993.5,9.2,0,16,0,10,0,28,2.3,0,710,12.125,0.8,1.2,0,-6.9,-10
05-Oct-19,0,14.9,0,8.5,0,6.1,0,12.1,998.8,7.6,0,15,0,280,0,21,0,0,248,12.5,0.5,0.7,0,-10,-10
06-Oct-19,0,15,0,8.8,0,8,0,0.2,1001.5,11.3,0,18,0,290,0,24,8.4,0,1113,12.1,1.3,1.9,1.1,1.1,-8.4
07-Oct-19,0,16.4,0,10.3,0,7.2,0,7.6,998.2,10.5,0,20,0,160,0,29,2.8,0,582,12.25,1.3,1.7,0,-5.3,-10
08-Oct-19,0,14.2,0,9.5,0,8.6,0,0.2,991.2,11.7,0,18,0,250,0,33,7,0,973,10.9,1.6,2.1,1.4,1.4,-8.1
09-Oct-19,0,13.7,0,7.9,0,6.3,0,0.6,992.4,10.4,0,17,0,280,0,28,7.4,0,910,10.075,1.3,1.8,2.1,2.1,-7
10-Oct-19,0,15.8,0,9.1,0,7.4,0,3,993,11.5,0,18,0,260,0,33,1,0,581,10.6,1.2,1.6,0.3,0.3,-8.4
11-Oct-19,0,14.6,0,9.1,0,8.3,0,0.1,990.8,9.2,0,16,0,260,0,28,2.4,0,733,11.05,1.2,1.6,1.3,1.3,-6.9
