date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,g_rad,soil,pe,evap,smd_wd,smd_md,smd_pd
11-May-21,0,14.1,0,2.6,0,4.7,0,0,991.5,9.9,0,15,0,130,0,23,13,0,2716,11.55,2.9,4.7,23.1,23.1,24.4
12-May-21,0,12.3,0,0.3,1,-4.5,0,1.4,996.3,4.8,0,9,0,110,0,16,3.2,0,1620,11.275,1.9,2.8,23.2,23.2,24.6
13-May-21,0,14.2,0,1.9,1,-1.2,3,0,999.8,4.6,0,8,0,100,0,11,9.1,0,2068,11.725,2.5,3.5,25.2,25.2,26.7
14-May-21,0,14.2,0,2.6,1,-1.9,2,0,996.4,6.5,0,12,0,140,0,18,5.3,0,1872,12.475,2.3,3.4,26.9,26.9,28.6
15-May-21,0,11.9,0,6.3,0,6.3,0,3.8,988.6,7.1,0,13,0,110,0,19,0.7,0,1009,11.875,1.5,2.2,24.2,24.2,26
16-May-21,0,14.2,0,2.9,0,0.3,0,0.1,988.3,5.7,0,10,0,70,0,17,8.2,0,2334,13.025,2.6,3.9,26.2,26.2,28.1
17-May-21,0,14.8,0,4.5,0,2.6,0,0.7,996.2,8.2,0,15,0,280,0,19,6.9,0,1769,12.35,2.5,3.6,27.4,27.4,29.5
18-May-21,0,14,0,6,0,3.2,0,2.7,1002.8,5.9,0,13,0,290,0,19,8.1,0,1822,12.5,2.4,3.5,26.5,26.5,28.7
19-May-21,0,16.5,0,4.7,0,3.9,0,0.1,1007.2,7,0,13,0,280,0,18,10.4,0,2371,13.075,3.3,4.7,28.9,28.9,31.3
20-May-21,0,13.7,0,7.8,0,5.5,0,10,989.4,13.1,0,27,0,150,0,43,0.2,0,551,11.55,1.5,2.1,20,20,22.4
21-May-21,0,11.2,0,7.6,0,8,0,6.2,982.5,14.8,0,20,0,290,0,26,0,0,560,10.65,1.1,1.8,14.7,14.7,17.2
22-May-21,0,12.6,0,3.1,0,2.2,0,0.2,994.3,9.6,0,16,0,310,0,22,7,0,1900,10.475,2.5,3.8,16.6,16.6,19.3
23-May-21,0,12.9,0,4,0,4.6,0,4,990.2,8,0,18,0,270,0,25,2.3,0,1324,10.6,2.1,3,14.4,14.4,17.2
24-May-21,0,14.5,0,1.3,1,-1.1,0,0.3,994.2,11.1,0,20,0,280,0,28,11.1,0,2518,11.05,3,4.8,16.7,16.7,19.6
25-May-21,0,14.5,0,5.2,0,5.6,0,5.1,1004.6,9,0,16,0,280,0,22,5.7,0,1550,11.675,2.3,3.4,13.5,13.5,16.6
26-May-21,0,16.1,0,4.7,0,3.4,0,0,1006.9,6.1,0,10,0,300,0,13,7.8,0,2034,13.275,2.8,4,16,16,19.2
27-May-21,0,15.9,0,7.6,0,1.9,0,3.2,1008.7,7.1,0,13,0,140,0,21,7.7,0,1900,13.375,2.9,4.1,15.2,15.2,18.6
28-May-21,0,13,0,10.4,0,10.2,0,7.4,1011.8,6.8,0,11,0,150,0,17,0,0,812,13.275,1.3,1.9,8.9,8.9,12.4
29-May-21,0,17.1,0,8.3,0,8,3,0,1016.4,4.8,0,11,0,90,0,14,10.4,0,2399,15.375,3.2,4.5,11.9,11.9,15.5
30-May-21,0,20.4,0,5.6,0,1.8,3,0,1016.1,5.7,0,13,0,100,0,18,15.2,0,2868,16.95,3.9,5.5,15.3,15.3,19.2
31-May-21,0,19.7,0,5.7,0,1.8,3,0,1009,7.4,0,15,0,150,0,23,13.9,0,2888,17.275,3.9,5.7,18.7,18.7,22.7
01-Jun-21,0,19.6,0,9.8,0,8.1,3,0,1004,6.5,0,12,0,100,0,15,11.9,0,2603,18.65,3.7,5.3,21.8,21.8,26
02-Jun-21,0,17.9,0,9.7,0,5.7,2,0,1001.8,6.4,0,11,0,70,0,15,3.4,0,1314,17.3,2.2,3.1,23.6,23.6,27.9
03-Jun-21,0,19.1,0,9.5,0,10.6,0,0,1005.8,9,0,15,0,180,0,24,11.3,0,2629,18.35,3.8,5.6,26.6,26.6,31
04-Jun-21,0,18.9,0,9.1,0,7.1,0,0,1011.3,7.5,0,13,0,150,0,19,7.3,0,1948,18.275,3.4,4.7,29.1,29.1,33.7
05-Jun-21,0,18.1,0,7.9,0,7,2,0,1013.2,7,0,12,0,270,0,18,3,0,1578,17.6,2.5,3.5,31,31,35.6
06-Jun-21,0,17.2,0,7.1,0,3.1,0,0,1014.8,5.2,0,11,0,100,0,14,6.6,0,1921,16.5,2.9,4,33,33,37.7
07-Jun-21,0,19,0,7.9,0,5.9,0,0,1011.6,5.3,0,11,0,210,0,18,8,0,2242,18.475,3.5,4.8,35.5,35.5,40.2
08-Jun-21,0,19.2,0,11.6,0,8.6,0,0,1009.4,8.5,0,14,0,180,0,25,1.7,0,1638,18.4,2.9,4.1,37.5,37.5,42.3
09-Jun-21,0,21.3,0,13.6,0,12.2,2,0,1006.9,8,0,14,0,220,0,24,3.6,0,1549,18.55,2.8,3.9,39.3,39.3,44.2
10-Jun-21,0,21.6,0,13.9,0,13.1,3,0,1004.7,10.3,0,18,0,210,0,27,5.4,0,1923,19.275,3.3,4.7,41.4,41.4,46.4
11-Jun-21,0,18.4,0,11,0,14,0,0,1007.7,11.2,0,20,0,270,0,28,4.8,0,1858,18.825,2.9,4.4,43.3,43.3,48.2
12-Jun-21,0,20,0,10.1,0,9.3,0,0,1014.4,6.5,0,11,0,280,0,15,1.4,0,1740,18.15,3,4,45.1,45.1,50.1
13-Jun-21,0,23.7,0,12.5,0,8.4,0,0,1013.7,5,0,12,0,310,0,21,0.7,0,1361,20.175,2.8,3.6,46.7,46.7,51.7
14-Jun-21,0,17.8,0,9.2,0,11.2,0,0.2,1012.2,10.5,0,18,0,280,0,25,4.1,0,1981,18.475,2.8,4.3,48.1,48.1,53.2
15-Jun-21,0,22.8,0,5.7,0,1.2,0,0,1007.2,7.3,0,15,0,220,0,25,8.1,0,2386,19.325,3.8,5.3,50.3,50.3,55.3
16-Jun-21,0,18.1,0,9.6,0,10.4,0,0.6,1000.1,7.2,0,13,0,210,0,20,1.3,0,1264,18.475,2.3,3.1,50.9,50.9,56
17-Jun-21,0,18.2,0,7.9,0,4,2,0,1005.2,8.2,0,14,0,270,0,21,7.5,0,2246,18.1,3.5,5,52.8,52.8,57.9
18-Jun-21,0,16,0,4,0,2.8,0,0,1008.7,6.5,0,11,0,30,0,16,8.4,0,2191,17.75,3,4.3,54.4,54.4,59.4
19-Jun-21,0,16.8,0,2.9,1,-0.8,3,0,1003.2,6.2,0,14,0,80,0,20,7.9,0,2557,18.4,3.2,4.7,56,56,61.1
20-Jun-21,0,16.4,0,9.3,0,9.3,0,0,1001.6,8.4,0,14,0,80,0,23,11.8,0,2795,20.475,3.4,5.3,57.7,57.7,62.7
21-Jun-21,0,18,0,6.3,0,6.8,2,0,1008.8,11.5,0,16,0,10,0,23,9.6,0,2586,19.25,3.8,5.8,59.5,59.5,64.5
22-Jun-21,0,18,0,5.4,0,4,0,0.2,1014.5,7.6,0,15,0,300,0,20,10.6,0,2703,19.2,3.7,5.4,60.9,60.9,66
23-Jun-21,0,18.6,0,9.6,0,9.3,0,8.1,1014.7,6.1,0,10,0,260,0,14,0,0,767,16.35,1.5,2,53.5,53.5,58.5
24-Jun-21,0,18.6,0,11.1,0,11.2,0,2.6,1011.6,10.8,0,19,0,320,0,29,3.1,0,1550,16.625,2.3,3.5,52.1,52.1,57.1
25-Jun-21,0,13.8,0,9.1,0,8.5,0,0.9,1010.5,11,0,17,0,320,0,26,0.1,0,661,13.55,1.7,2.3,52,52,57.1
26-Jun-21,0,14.7,0,8.8,0,7.8,0,0,1011.4,10.2,0,15,0,40,0,24,2.3,0,1328,13.65,2.1,3.1,53.1,53.1,58.2
27-Jun-21,0,18.2,0,6.6,0,3.9,0,0,1010.4,8.5,0,13,0,50,0,21,9.1,0,2549,15.875,3.3,5,54.8,54.8,59.9
28-Jun-21,0,19.8,0,6.5,0,5.1,0,0,1008.3,5,0,9,0,90,0,15,4.2,0,1966,17.725,3,4.1,56.3,56.3,61.4
29-Jun-21,0,22.7,0,7,0,4,0,0,1008.8,5.7,0,9,0,290,0,14,14.9,0,2730,19.95,4.2,5.7,58.4,58.4,63.4
30-Jun-21,0,19.4,0,7.6,0,5.5,3,0,1008.9,6.2,0,10,0,280,0,14,8.1,0,2388,20.425,3.4,4.8,59.9,59.9,65
01-Jul-21,0,19.6,0,6.1,0,3.7,3,0,1008,4.7,0,10,0,150,0,13,6.5,0,2110,20.425,3,4.1,61.3,61.3,66.3
02-Jul-21,0,19.5,0,10.6,0,9.3,2,0,1004.5,6.1,0,11,0,110,0,18,3.1,0,1731,20.3,2.8,3.9,62.5,62.5,67.6
03-Jul-21,0,18.8,0,12.4,0,11.7,0,0.7,998.4,6.4,0,11,0,140,0,18,0.7,0,1091,18.875,2,2.7,62.7,62.7,67.7
04-Jul-21,0,19.9,0,12.5,0,10,0,9.9,993.3,6.2,0,14,0,140,0,20,3.4,0,1599,18.9,2.7,3.7,54,54,58.9
05-Jul-21,0,19,0,10.5,0,10.3,0,0.5,990,7.5,0,12,0,110,0,19,7.1,0,2117,17.9,3.4,4.8,55.2,55.2,60.2
06-Jul-21,0,16.6,0,8.8,0,5.5,0,14.5,989.1,6.2,0,11,0,270,0,16,0.8,0,832,16.075,1.5,2,41.4,41.4,46.4
07-Jul-21,0,20.3,0,11.9,0,11.4,0,0,999.7,6.6,0,13,0,290,0,16,2.8,0,1518,17,2.7,3.7,43.2,43.2,48.2
08-Jul-21,0,19.6,0,12.1,0,11.1,0,0,1009.1,5.5,0,9,0,240,0,13,1.8,0,1542,17.3,2.7,3.6,44.8,44.8,49.8
09-Jul-21,0,17.4,0,13.9,0,13.9,0,0.1,1009.2,4.8,0,10,0,130,0,14,0.1,0,773,16.85,1.8,2.3,45.8,45.8,50.8
10-Jul-21,0,19.4,0,9.9,0,12.6,0,0,1005.2,6.1,0,10,0,90,0,15,5.2,0,1967,17.825,3,4.2,47.5,47.5,52.6
11-Jul-21,0,16.4,0,13.1,0,6.1,0,5.7,1001.8,7.9,0,13,0,140,0,19,0.9,0,903,16.45,1.6,2.3,42.7,42.7,47.8
12-Jul-21,0,20.1,0,13.4,0,13.3,0,3.7,1004.1,4.9,0,8,0,300,0,11,1.4,0,1027,16.85,2,2.7,40.3,40.3,45.4
13-Jul-21,0,19.1,0,10.7,0,9.9,0,0.1,1008.3,7.2,0,12,0,280,0,18,0.8,0,1167,16.8,2.1,2.9,41.5,41.5,46.6
14-Jul-21,0,22.3,0,10.3,0,6.6,0,0,1012,8.8,0,13,0,280,0,21,6.6,0,2288,17.925,3.4,4.9,43.6,43.6,48.8
15-Jul-21,0,24.1,0,13.1,0,13.9,0,0,1015.8,7.3,0,16,0,290,0,19,5.9,0,2160,20.275,3.7,5,45.8,45.8,51
16-Jul-21,0,24.7,0,12.2,0,10.6,3,0,1019,4.5,0,9,0,90,0,13,13,0,2649,22.825,4.3,5.7,48.3,48.3,53.5
17-Jul-21,0,26.8,0,12.6,0,10,3,0,1019.2,3.9,0,9,0,120,0,13,15.1,0,2763,24.65,4.6,6.1,50.9,50.9,56.2
18-Jul-21,0,23.9,0,12.9,0,10,3,0,1016,6.2,0,10,0,80,0,14,14.7,0,2786,24.875,4.2,5.9,53.2,53.2,58.4
19-Jul-21,0,23.4,0,13.7,0,12.2,3,0,1012.2,6.5,0,11,0,90,0,14,13.5,0,2706,24.675,4.1,5.7,55.3,55.3,60.6
20-Jul-21,0,23.6,0,12.4,0,9.3,3,0,1011.4,5.6,0,9,0,80,0,14,14.7,0,2695,24.8,4.1,5.6,57.4,57.4,62.6
21-Jul-21,0,26,0,10.5,0,7.8,0,0,1013.3,4.8,0,10,0,100,0,13,14.5,0,2762,25.175,4.4,5.9,59.5,59.5,64.7
22-Jul-21,0,26.1,0,10.3,0,6.5,0,0,1012.1,5.5,0,11,0,90,0,16,13.8,0,2475,24.825,4.1,5.5,61.4,61.4,66.6
23-Jul-21,0,23.6,0,13.2,0,9.8,3,0,1006.9,8.1,0,14,0,80,0,19,10.1,0,2275,24.025,3.3,4.8,62.8,62.8,68
24-Jul-21,0,19.5,0,9.3,0,12.3,0,0,1002.2,9.8,0,16,0,70,0,22,9.5,0,2344,22.6,2.9,4.6,64.1,64.1,69.2
25-Jul-21,0,24.5,0,8.5,0,5.3,0,0,1001,4,0,8,0,100,0,14,11.8,0,2501,22.625,3.9,5.2,65.7,65.7,70.8
26-Jul-21,0,19.8,0,10.1,0,7.9,2,0,1000.3,7.1,0,12,0,280,0,17,2.5,0,1056,20.575,2,2.7,66.5,66.5,71.6
27-Jul-21,0,20,0,13.2,0,13.1,0,5,998.3,7,0,15,0,280,0,21,0.9,0,919,19.3,2,2.6,62.3,62.3,67.4
28-Jul-21,0,16.7,0,10.7,0,11.2,0,5.1,994.9,11,0,25,0,280,0,36,3.8,0,1371,15.875,2.3,3.3,58.2,58.2,63.2
29-Jul-21,0,17.7,0,10.2,0,9.6,0,0,996.8,9.6,0,17,0,260,0,26,5.1,0,1634,15.35,2.7,3.9,59.5,59.5,64.5
30-Jul-21,0,18.2,0,12.6,0,10.8,0,26.9,996.6,8,0,15,0,290,0,21,0.4,0,912,15.775,1.8,2.4,33.4,33.4,38.4
31-Jul-21,0,18.4,0,12.5,0,12.2,0,0.7,1000.3,6.7,0,11,0,270,0,17,0.3,0,959,16.2,1.8,2.5,34,34,39
01-Aug-21,0,18.5,0,10.7,0,10.2,2,0,1004,6.1,0,11,0,300,0,17,2.1,0,1529,16.325,2.7,3.7,35.8,35.8,41
02-Aug-21,0,16.5,0,7.4,0,6.1,2,0,1005.4,5.8,0,11,0,260,0,15,2,0,1143,15.4,1.8,2.5,37.1,37.1,42.2
03-Aug-21,0,17.8,0,10,0,6.7,0,0.8,1003.2,3.5,0,7,0,120,0,10,2.5,0,997,15.45,1.8,2.3,37.4,37.4,42.6
04-Aug-21,0,21.8,0,8.8,0,6,0,0.3,998.9,6,0,13,0,220,0,20,4.4,0,1684,17.025,2.8,3.8,39,39,44.2
05-Aug-21,0,18.9,0,13.3,0,13.2,0,25.8,988.2,7.8,0,18,0,130,0,28,0.6,0,734,17.15,1.6,2.1,14.2,14.2,19.4
06-Aug-21,0,17.9,0,13.6,0,11.3,0,1.6,981.9,11.3,0,18,0,240,0,32,2,0,1314,16.4,2.1,3.2,14.5,14.5,19.8
07-Aug-21,0,16.9,0,13.7,0,12.8,0,9.1,983.7,12.5,0,19,0,260,0,31,1.4,0,1078,15.725,1.7,2.6,6.8,6.8,12.2
08-Aug-21,0,19.1,0,11.9,0,13.3,0,0.4,991.3,12.8,0,22,0,280,0,31,5.2,0,1370,15.75,2.6,3.8,8.9,8.9,14.4
09-Aug-21,0,18.6,0,11,0,9.7,0,3.8,999,8.3,0,13,0,260,0,20,2.7,0,1297,15.025,2.1,3,7,7,12.6
10-Aug-21,0,19.1,0,12.3,0,12.3,2,0,1003.5,5.9,0,10,0,280,0,15,2.4,0,1218,16.4,2.3,3,9.2,9.2,14.8
11-Aug-21,0,19.5,0,8.7,0,13.8,0,1.5,1002.7,7.7,0,15,0,280,0,28,4.3,0,1184,16.75,2.1,2.9,9.5,9.5,15.2
12-Aug-21,0,19.4,0,9.9,0,3.2,0,3.4,1002.4,9.3,0,20,0,190,0,32,5.7,0,1350,14.75,2.6,3.5,8.5,8.5,14.3
13-Aug-21,0,19.4,0,12,0,9.3,0,0,1005.7,10,0,15,0,240,0,29,5.1,0,1544,15,3,4.1,11.3,11.3,17.2
14-Aug-21,0,15.2,0,12.3,0,11.5,0,2.2,1005.5,5.6,0,11,0,260,0,18,0,0,639,15.1,1.2,1.7,10.2,10.2,16.1
15-Aug-21,0,18.1,0,11.5,0,11.9,0,0.1,1003.8,7,0,17,0,310,0,23,1.9,0,1012,16,1.9,2.5,11.8,11.8,17.8
16-Aug-21,0,16.4,0,12,0,10.1,0,0.1,1009.7,13.2,0,20,0,290,0,29,0.8,0,1017,14.75,2,2.9,13.4,13.4,19.5
17-Aug-21,0,18.3,0,12.2,0,11.4,0,0.1,1011.3,14.8,0,23,0,280,0,31,0.6,0,1200,15.225,2.1,3.2,15.2,15.2,21.3
18-Aug-21,0,17.2,0,11.7,0,10.8,2,0,1008,9,0,13,0,270,0,18,0.2,0,818,15.125,1.7,2.4,16.7,16.7,22.8
19-Aug-21,0,19.2,0,10.2,0,5.2,0,0.4,1002.6,4.5,0,10,0,100,0,12,1,0,1033,16.15,1.7,2.3,17.7,17.7,23.9
20-Aug-21,0,20.5,0,12.9,0,12.2,0,3.9,1001.3,6.1,0,12,0,150,0,18,0.5,0,782,16.875,1.5,2,15.1,15.1,21.3
21-Aug-21,0,18.6,0,12.8,0,12.7,0,10.1,1003.3,5.7,0,10,0,320,0,14,1.5,0,833,16.975,1.5,2,6.3,6.3,12.6
22-Aug-21,0,19.2,0,12.2,0,11.6,0,0.2,1011.3,5.5,0,11,0,260,0,15,1.8,0,888,16.325,1.6,2.2,7.6,7.6,13.9
23-Aug-21,0,20.4,0,9.3,0,7,3,0,1019.5,4.4,0,9,0,70,0,12,11.9,0,2082,17.875,2.7,3.7,10.2,10.2,16.5
24-Aug-21,0,20.2,0,9.9,0,9.7,0,0.3,1021.8,5.2,0,11,0,70,0,16,9.7,0,1925,18.85,2.5,3.5,12.1,12.1,18.6
25-Aug-21,0,21.7,0,8.6,0,6.6,3,0,1018.1,4.5,0,10,0,40,0,14,10.2,0,1970,18.7,2.6,3.6,14.5,14.5,21
26-Aug-21,0,20.8,0,9.7,0,7.2,0,0,1014.7,5.5,0,10,0,60,0,18,12.4,0,2012,19.175,2.6,3.6,16.7,16.7,23.3
27-Aug-21,0,18.6,0,7.1,0,6.8,3,0,1016,5.8,0,10,0,90,0,16,9.5,0,1916,19.25,2.3,3.3,18.7,18.7,25.3
28-Aug-21,0,20.2,0,7.8,0,3.9,0,0,1018.1,3.9,0,7,0,100,0,11,12.2,0,1974,19.05,2.6,3.6,20.8,20.8,27.5
29-Aug-21,0,17.6,0,7.6,0,5,2,0,1018.3,6.2,0,11,0,60,0,16,0.5,0,837,17.575,1.4,1.9,21.9,21.9,28.6
30-Aug-21,0,15,0,10.6,0,13.8,0,0.1,1019.8,8.9,0,14,0,60,0,20,0,0,506,16.325,1,1.4,22.6,22.6,29.3
31-Aug-21,0,14.5,0,12.4,0,8.3,0,1.1,1022.8,10,0,15,0,50,0,24,0.1,0,789,15.1,1.6,2.2,22.8,22.8,29.5
01-Sep-21,0,17.3,0,8.6,0,12.2,2,0,1023.9,8.6,0,13,0,70,0,23,1.4,0, ,15.575,1.5,2.2,24,24,30.7
02-Sep-21,0,15.6,0,7.4,0,3.1,3,0,1020,8.2,0,14,0,80,0,20,0.1,0, ,14.325,1.1,1.6,24.9,24.9,31.6
03-Sep-21,0,16,0,8.7,0,4,0,0,1013.7,7.7,0,13,0,80,0,17,0,0, ,15,1,1.5,25.7,25.7,32.4
04-Sep-21,0,18.8,0,11.6,0,9.2,2,0,1008.8,6,0,10,0,130,0,16,1.5,0, ,15.875,1.6,2.1,26.8,26.8,33.6
05-Sep-21,0,21.7,0,13.3,0,11.9,2,0,1009.6,6.5,0,11,0,150,0,16,5,0, ,17.75,2.2,3,28.5,28.5,35.3
06-Sep-21,0,22.9,0,11.9,0,10.5,0,0,1012,4.2,0,7,0,90,0,12,11.1,0, ,19.45,2.3,3.1,30.3,30.3,37.1
07-Sep-21,0,21.1,0,11.4,0,8.1,0,0.1,1009.2,6,0,11,0,80,0,13,9.1,0, ,19.6,2.1,3,31.7,31.7,38.5
08-Sep-21,0,22.5,0,11.8,0,9.7,0,0.1,1001.7,5.2,0,12,0,100,0,15,1.4,0, ,18.45,1.6,2,32.7,32.7,39.6
09-Sep-21,0,20.7,0,15,0,14.8,0,8.6,995.9,4,0,9,0,140,0,14,2.6,0, ,18.65,1.6,2.1,25.2,25.2,32.1
10-Sep-21,0,20.2,0,14.7,0,14.1,0,0.1,999.5,6.7,0,16,0,280,0,19,0.8,0, ,17.7,1.4,1.8,26.2,26.2,33
11-Sep-21,0,19.4,0,11.6,0,13,2,0,1006,9,0,15,0,280,0,18,3.7,0, ,16.8,1.9,2.6,27.6,27.6,34.5
12-Sep-21,0,14.2,0,7.2,0,10.4,0,0.5,1009.8,5.5,0,9,0,350,0,14,0,0, ,14.95,0.9,1.2,27.8,27.8,34.7
13-Sep-21,0,17.1,0,6.5,0,2.7,0,1.2,1006.1,5.8,0,12,0,150,0,17,0.2,0, ,14.8,1,1.3,27.3,27.3,34.2
14-Sep-21,0,19.5,0,12.3,0,13.1,3,0,1003.4,5.1,0,9,0,80,0,12,8,0, ,17.4,2,2.8,28.8,28.8,35.7
15-Sep-21,0,18.5,0,12.1,0,9,2,0,1005.7,4.8,0,11,0,270,0,14,0.1,0, ,16.525,1.2,1.5,29.7,29.7,36.6
16-Sep-21,0,20,0,10,0,6.4,3,0,1004,5.8,0,11,0,210,0,18,2.1,0, ,15.525,1.6,2.2,30.9,30.9,37.8
17-Sep-21,0,18.2,0,12.7,0,13,0,6.3,1000.3,7.1,0,13,0,160,0,19,0,0, ,15.975,1.1,1.5,25.4,25.4,32.3
18-Sep-21,0,17.7,0,9.9,0,8.4,3,0,1002.5,5,0,9,0,90,0,12,1.9,0, ,15.3,1.4,1.9,26.5,26.5,33.4
19-Sep-21,0,18.2,0,10.3,0,6.2,0,0.1,1006,7,0,13,0,280,0,19,6.2,0, ,15.175,1.9,2.5,27.8,27.8,34.7
20-Sep-21,0,18.1,0,9.4,0,5.3,2,0,1015.8,6.9,0,13,0,290,0,15,4.8,0, ,14.55,1.6,2.3,29,29,35.9
21-Sep-21,0,17.3,0,11.7,0,9.1,2,0,1019.9,6.9,0,12,0,260,0,20,2.1,0, ,15.125,1.3,1.8,30,30,36.9
22-Sep-21,0,20.2,0,13.4,0,10.8,2,0,1014.4,9.3,0,15,0,270,0,24,7.7,0, ,15.875,2.2,3,31.6,31.6,38.5
23-Sep-21,0,19,0,12.1,0,10.7,0,0.1,1008.8,9.8,0,18,0,280,0,25,6.1,0, ,15.8,1.7,2.4,32.7,32.7,39.7
24-Sep-21,0,20.3,0,13.6,0,11.6,0,0.1,1004.9,9.7,0,16,0,260,0,25,1.3,0, ,16.2,1.7,2.1,33.8,33.8,40.7
25-Sep-21,0,22.5,0,15.2,0,14.9,2,0,1000.7,5.8,0,10,0,200,0,16,2.9,0, ,17.675,1.8,2.3,35,35,42
26-Sep-21,0,20.4,0,11.1,0,11.1,0,8.4,994,8.5,0,18,0,190,0,31,2.7,0, ,16.4,1.6,2,27.7,27.7,34.6
27-Sep-21,0,15.6,0,8.7,0,8.3,0,10.4,995.8,7.5,0,24,0,280,0,36,6.9,0, ,13.325,1.6,2.2,18.5,18.5,25.4
28-Sep-21,0,14.7,0,6.3,0,6.5,0,0.1,1000.2,8,0,19,0,290,0,25,5.5,0, ,11.725,1.6,2.1,19.7,19.7,26.6
29-Sep-21,0,14.3,0,5,0,4.1,0,1.2,1007.8,10.6,0,18,0,280,0,25,7.3,0, ,10.375,1.6,2.3,19.8,19.8,26.8
30-Sep-21,0,15.9,0,10.4,0,8.3,0,4.7,1000.3,10.2,0,21,0,270,0,31,0.1,0, ,12.65,1,1.3,15.9,15.9,22.9
